date_time,lv_active_power,wind_speed,theoretical_power_curve,wind_direction
31 12 2018 23:30,2201.10693359375,8.43535804748535,1788.28475526396,84.7425003051757
31 12 2018 23:40,2515.69409179687,9.42136573791503,2418.38250336009,84.2979125976562
31 12 2018 23:50,2820.46606445312,9.97933197021484,2779.18409628274,82.2746200561523
